hex,reg,type,operator,flags,event_days,distinct_cities,states,states_list,top_city,top_city_hits,top_city_share,off_m1,off_0,off_p1,day0_share,control_cities,control_contaminated
a54b30,N440FX,E545,"FLEXJET LLC, FORTUNATO JOSEPH, MANCOSH MANAGEMENT LLC, HARBERT B",NONE,6,3,2,DC|TX,"Washington,DC",3,0.429,0,3,4,0.429,Albuquerque,yes
ace4e0,N93S,C750,TEN THREE LLC,NONE,6,3,3,AZ|GA|NC,"Phoenix,AZ",4,0.667,2,2,2,0.333,,no
a855ad,N636SY,GALX,PREMIUM POINT AVIATION LLC,dbflag:LADD,6,3,2,AZ|CA,"Rancho Palos Verdes,CA",5,0.556,3,3,3,0.333,,no
a88dbb,N650LG,GLF4,WILMINGTON TRUST CO TRUSTEE,dbflag:LADD,6,3,3,AZ|CA|FL,"Rancho Palos Verdes,CA",4,0.571,4,2,1,0.286,,no
aa110b,N748JA,S22T,JONATHAN DICKINSON,NONE,6,3,2,AZ|CA,"Phoenix,AZ",3,0.5,2,1,3,0.167,Albuquerque,yes
a83e3b,N630FB,PC12,PILATUS BUSINESS AIRCRAFT LTD,NONE,6,3,2,AZ|CO,"Phoenix,AZ",4,0.571,2,2,3,0.286,,no
a1925e,N200DR,SR22,ROWE DANIEL,NONE,6,3,2,AZ|CA,"Rancho Palos Verdes,CA",3,0.5,1,2,3,0.333,,no
a2da3d,N283MK,P28A,ORANTES ALEXANDER,NONE,6,3,2,AZ|CA,"Rancho Palos Verdes,CA",7,0.636,4,3,4,0.273,,no
a9ead4,N738XD,C172,MLS AVIATION LLC,NONE,6,3,2,AZ|CA,"Rancho Palos Verdes,CA",4,0.5,1,3,4,0.375,,no
aad24a,N797CT,GLEX,CATERPILLAR INC,dbflag:LADD,6,3,2,DC|TX,"Dallas,TX",5,0.5,2,4,4,0.4,,no
a63893,N50LB,F900,US BANK NA,dbflag:LADD,6,3,3,DC|TN|TX,"Dallas,TX",3,0.5,1,2,3,0.333,,no
ab4090,N824JS,C56X,FE 5536 LLC,NONE,6,3,3,CA|DC|TX,"Dallas,TX",7,0.636,3,4,4,0.364,,no
a2717f,N257A,GLF5,TVPX ARS INC TRUSTEE,dbflag:LADD,6,3,2,DC|TX,"Dallas,TX",3,0.5,2,1,3,0.167,,no
a6e75b,N544FX,CL30,"ARES TECHNICAL ADMINISTRATION LLC, TAYLOR HARRY D, SUSQUEHANNA B",NONE,6,3,3,CA|FL|TX,"Rancho Palos Verdes,CA",3,0.429,3,2,2,0.286,,no
a46f4c,N385QS,C680,NETJETS SALES INC,NONE,6,3,2,CA|FL,"Tampa,FL",3,0.429,3,3,1,0.429,,no
a5b8c2,N468QS,E55P,"NETJETS SALES INC, ABC JET LLC, BELLEVUE PROPERTY MANAGEMENT LLC",NONE,6,3,2,CA|TX,"Dallas,TX",5,0.556,2,4,3,0.444,,no
a388e4,N327FX,E545,"CP WINGS II LLC, C AIR LLC, Z4 LLC, SIMMS INC, GPSWINGS LLC, NMR",NONE,6,3,2,CA|TX,"Rancho Palos Verdes,CA",5,0.625,3,3,2,0.375,Chattanooga,yes
a4e7c7,N415MA,GLF4,8 WINDOWS LLC,dbflag:LADD,6,3,3,AZ|CA|FL,"Tampa,FL",6,0.75,3,2,3,0.25,,no
a00c80,N102DU,BCS1,BANK OF UTAH TRUSTEE,NONE,6,3,2,TX|UT,"Dallas,TX",4,0.4,4,4,2,0.4,Spokane,yes
a4e38f,N414FX,E545,FLEXJET LLC,NONE,6,3,2,CA|TX,"Dallas,TX",7,0.636,5,4,2,0.364,,no
ac1f44,N880QS,C700,"NETJETS SALES INC, A-MARK PRECIOUS METALS INC, KISH DENISE M TRU",NONE,6,3,2,CA|TX,"Rancho Palos Verdes,CA",3,0.429,4,2,1,0.286,,no
a04a49,N118DU,BCS1,BANK OF UTAH TRUSTEE,NONE,6,3,3,CA|MN|TX,"Dallas,TX",4,0.5,3,4,1,0.5,Spokane,yes
a9da1b,N734CB,BE9L,GUARDIAN FLIGHT LLC,NONE,6,2,2,AZ|UT,"Phoenix,AZ",7,0.875,3,3,2,0.375,Albuquerque,yes
a30cbe,N296L,LJ60,LR60 296 FLORIDA HOLDINGS INC,NONE,6,2,2,FL|NJ,"West Palm Beach,FL",5,0.833,3,2,1,0.333,,no
ab0a35,N810JS,C56X,FE XLS 5630 LLC,NONE,6,2,2,AZ|NJ,"Phoenix,AZ",6,0.857,2,2,3,0.286,Albuquerque|Syracuse,yes
a248e0,N24613,C72R,AMERIFLYERS OF TEXAS INC,NONE,6,2,2,FL|NJ,"West Palm Beach,FL",13,0.929,5,4,5,0.286,,no
a5722c,N450AR,GLF4,N450AR LLC,dbflag:LADD,6,2,2,CA|NV,"Las Vegas,NV",5,0.714,2,3,2,0.429,Spokane,yes
a061bb,N1234,,GOLDEN EAGLE FLYERS INC,no_registration,6,2,2,AZ|TX,"Phoenix,AZ",8,0.8,3,4,3,0.4,,no
abd3d3,N861P,P28A,PROFESSIONAL TRAINING AIRCRAFT LLC,dbflag:LADD,6,2,2,FL|IL,"Tampa,FL",6,0.857,2,2,3,0.286,,no
aba2c0,N849RA,C525,H2AIR LLC,dbflag:LADD,6,2,2,AZ|TX,"Dallas,TX",5,0.625,4,3,1,0.375,Albuquerque,yes
a082d2,N132CA,P28A,COAST FLIGHT TRAINING AND MANAGEMENT INC,NONE,6,2,2,AZ|CA,"San Diego,CA",15,0.938,6,5,5,0.312,,no
a5ba65,N4685L,C172,ESQUILIN STEVEN C,NONE,6,2,2,CA|NV,"San Diego,CA",3,0.5,2,2,2,0.333,,no
ab8266,N8401T,P28A,SLUKA CHRISTOPHER J,NONE,6,2,2,CA|UT,"San Diego,CA",13,0.867,6,5,4,0.333,,no
a5b8e9,N468SF,E50P,VIVID AVIATION LLC,NONE,6,2,2,AZ|CA,"San Diego,CA",7,0.875,2,3,3,0.375,,no
a3556f,N3138J,BCS3,JETBLUE AIRWAYS CORP,NONE,6,2,2,FL|GA,"Tampa,FL",6,0.667,3,3,3,0.333,Albuquerque|Chattanooga,yes
ac7809,N902QS,C68A,"TJ&E AVIATION LLC, CANNON INDUSTRIES INC, GEBAUER DAVIN, EMY AVI",NONE,6,2,2,NV|TX,"Las Vegas,NV",5,0.714,1,3,3,0.429,Albuquerque|Chattanooga,yes
a4dbd3,N412CU,PC12,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,dbflag:LADD,6,2,2,AZ|NV,"Phoenix,AZ",4,0.571,3,2,2,0.286,,no
adf5cb,N999TR,GLF4,N999TR LLC,dbflag:LADD,6,2,2,AZ|NV,"Phoenix,AZ",4,0.667,2,3,1,0.5,,no
a33a20,N307JE,CL30,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,6,2,2,AZ|FL,"Phoenix,AZ",6,0.667,4,3,2,0.333,,no
a61cce,N493SA,PC12,BANK OF UTAH TRUSTEE,NONE,6,2,2,AZ|CA,"Phoenix,AZ",11,0.786,5,4,5,0.286,,no
aaf665,N805WA,MD83,CARIBBEAN SUN AIRLINES INC,NONE,6,2,2,AZ|FL,"Tampa,FL",12,0.923,4,4,5,0.308,,no
a418e0,N363QS,E55P,"NETJETS SALES INC, RUSCORR LLC, WELLS FARGO TRUST CO NA TRUSTEE,",NONE,6,2,2,AZ|TX,"Phoenix,AZ",7,0.778,4,3,2,0.333,Albuquerque,yes
ab19d6,N814SP,E55P,SIERRA PAPA INC,NONE,6,2,2,AZ|NV,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
a825fe,N624KD,CL30,N318MM LLC,dbflag:LADD,6,2,2,AZ|NV,"Phoenix,AZ",6,0.857,1,2,4,0.286,Des Moines,yes
aae2b1,N800JM,H25B,GREEN CHAIR PRODUCTIONS INC,dbflag:LADD,6,2,2,AZ|TX,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
aa8be5,N779QS,CL30,"NETJETS SALES INC, DEER RIDGE CONSULTING LLC, CKG AIRSHARE LLC, ",NONE,6,2,2,AZ|TX,"Grapevine,TX",5,0.625,2,3,3,0.375,,no
aded09,N997EA,C560,5 STAR AVIATION LLC,NONE,6,2,2,AZ|TX,"Phoenix,AZ",4,0.571,1,2,4,0.286,Albuquerque,yes
a54cf6,N4400A,P28A,CAE OXFORD AVIATION ACADEMY PHOENIX INC,NONE,6,2,2,AZ|CA,"Phoenix,AZ",5,0.833,3,1,2,0.167,,no
a24317,N245FH,LJ45,TRANSAIR LEASING INC,NONE,6,2,2,MT|NV,"Las Vegas,NV",5,0.833,1,3,2,0.5,,no
a798c6,N589QS,C56X,NETJETS SALES INC,NONE,6,2,2,AZ|NV,"Las Vegas,NV",3,0.5,3,1,2,0.167,Albuquerque|Spokane|Syracuse,yes
aae328,N800PF,C25A,CANNON SECURITY PRODUCTS INC,NONE,6,2,2,CA|NV,"Las Vegas,NV",5,0.833,3,1,2,0.167,Albuquerque,yes
ab0420,N809JM,CL30,JM AVIATION HOLDINGS LLC,dbflag:LADD,6,2,2,FL|NV,"West Palm Beach,FL",4,0.571,3,2,2,0.286,,no
ac1847,N879FE,C208,FEDERAL EXPRESS CORP,government_operator_string,6,2,2,CA|NV,"Rancho Palos Verdes,CA",4,0.571,3,2,2,0.286,,no
a29e6a,N268TM,H25B,TMRG LLC,NONE,6,2,2,CO|NV,"Las Vegas,NV",5,0.833,2,2,2,0.333,,no
a275cf,N258GC,CL60,TP MANAGEMENT SERVICES LLC,dbflag:LADD,6,2,2,NV|TX,"Las Vegas,NV",3,0.5,2,2,2,0.333,,no
adce1b,N989RS,C25B,LUCKY DEVIL LLC,dbflag:LADD,6,2,2,AZ|NV,"Las Vegas,NV",3,0.5,3,2,1,0.333,,no
ad0750,N939CF,C680,MCH AVIATION LLC,NONE,6,2,2,NV|TX,"Las Vegas,NV",8,0.889,3,3,3,0.333,,no
c051ec,C-GFAP,CL60,2106701 Ontario Inc (NOVAJET),dbflag:LADD|non_us_registration,6,2,2,AZ|NV,"Las Vegas,NV",5,0.714,1,3,3,0.429,,no
a1e08d,N22VK,PRM1,PREMIER 1ABMP LLC,NONE,6,2,2,CA|NV,"Las Vegas,NV",5,0.833,1,1,4,0.167,Albuquerque,yes
c017d7,C-FJAS,E545,Airsprint Inc.,non_us_registration,6,2,2,MI|NV,"Las Vegas,NV",3,0.5,2,2,2,0.333,,no
a1c88f,N214BZ,BCS3,WILMINGTON TRUST CO TRUSTEE,NONE,6,2,2,CA|NV,"Rancho Palos Verdes,CA",4,0.571,2,2,3,0.286,Syracuse,yes
a57a28,N452GH,PC12,CRESCENT REAL ESTATE INVESTORS LLC,NONE,6,2,2,CA|NV,"Las Vegas,NV",5,0.556,2,3,4,0.333,,no
acadb6,N916HT,C172,9K AIR LLC,dbflag:LADD,6,2,2,AZ|CA,"Phoenix,AZ",5,0.556,3,3,3,0.333,,no
ada9bd,N98KS,BE9L,GUARDIAN FLIGHT LLC,dbflag:LADD,6,2,2,AZ|CO,"Phoenix,AZ",5,0.625,4,2,2,0.25,Albuquerque,yes
a08f97,N135US,PA46,JOHN HALE,NONE,6,2,2,AZ|TX,"Phoenix,AZ",5,0.625,1,3,4,0.375,,no
a48e39,N393D,P28A,NATIONAL TRAINING 1 LLC,dbflag:LADD,6,2,2,FL|GA,"West Palm Beach,FL",7,0.7,3,3,4,0.3,,no
a491af,N394AK,GLF4,G4SP HOLDINGS LLC,dbflag:LADD,6,2,2,AZ|FL,"Phoenix,AZ",5,0.625,2,3,3,0.375,,no
a3e6f0,N350XX,CL30,PETE MITCHELL AVIATION LLC,NONE,6,2,2,AZ|FL,"West Palm Beach,FL",8,0.889,3,3,3,0.333,,no
a7c59e,N60HJ,LJ60,JACURA DELAWARE INC,NONE,6,2,2,FL|TX,"West Palm Beach,FL",4,0.667,2,2,2,0.333,,no
a2f35a,N29CG,CL60,C&G DESTINATIONS LLC,NONE,6,2,2,FL|TN,"West Palm Beach,FL",5,0.833,2,2,2,0.333,,no
a7f047,N610RT,C750,N900E LLC,NONE,6,2,2,FL|GA,"West Palm Beach,FL",12,0.923,4,4,5,0.308,,no
a63c56,N5000P,GL5T,GEO LEASING LLC,dbflag:LADD,6,2,2,AZ|FL,"West Palm Beach,FL",9,0.9,3,3,4,0.3,,no
ad9ea3,N977LC,H25B,WG INVESTMENT GROUP LLC,dbflag:LADD,6,2,2,FL|GA,"West Palm Beach,FL",7,0.875,2,3,3,0.375,,no
a4ce5c,N409DA,PC12,PILATUS BUSINESS AIRCRAFT LTD,government_operator_string,6,2,2,FL|GA,"West Palm Beach,FL",3,0.5,2,2,2,0.333,,no
a72833,N560PD,C56X,ACS AIR INVESTORS LLC,NONE,6,2,2,AZ|FL,"West Palm Beach,FL",3,0.5,2,2,2,0.333,,no
aaf5df,N805QS,C700,"NETJETS SALES INC, GLOOR ANDREW, BANK OF UTAH TRUSTEE, VOORHEES ",NONE,6,2,2,AZ|FL,"West Palm Beach,FL",3,0.5,2,2,2,0.333,,no
a23fdc,N244LG,E55P,MERIDIAN PARTNERS LLC,dbflag:LADD,6,2,2,FL|GA,"West Palm Beach,FL",7,0.778,2,3,4,0.333,,no
a4d266,N41GJ,LJ35,GLOBAL JETCARE INC,NONE,6,2,2,FL|TX,"Dallas,TX",5,0.625,3,3,2,0.375,,no
a7322a,N563BB,GLF5,GULFSTREAM V 563 LLC,NONE,6,2,2,DC|FL,"West Palm Beach,FL",4,0.667,1,2,3,0.333,Spokane,yes
a921a9,N688HL,GALX,H&L 168 LLC,dbflag:LADD,6,2,2,FL|TX,"Grapevine,TX",5,0.625,3,3,2,0.375,Des Moines,yes
a27949,N259DS,D328,CBG LLC,NONE,6,2,2,AZ|CO,"Phoenix,AZ",7,0.7,4,3,3,0.3,,no
acd203,N925PA,P28A,BIRD ACQUISITION LLC,NONE,6,2,2,AZ|CA,"Phoenix,AZ",5,0.833,4,1,1,0.167,,no
a18b1d,N199RM,PRM1,SMG STARFIRE LLC,NONE,6,2,2,AZ|NV,"Phoenix,AZ",7,0.875,3,3,2,0.375,Albuquerque,yes
a7ed98,N61NG,PC12,VIKING CAKE HOLDINGS II LLC,NONE,6,2,2,AZ|OR,"Phoenix,AZ",6,0.857,2,2,3,0.286,,no
a44547,N3742B,BE30,22835 HOLDINGS LLC,NONE,6,2,2,FL|GA,"Tampa,FL",6,0.857,2,2,3,0.286,,no
ab9dc6,N848CC,G280,TRUIST EQUIPMENT FINANCE CORP,dbflag:LADD,6,2,2,FL|GA,"Tampa,FL",8,0.8,2,4,4,0.4,,no
a3df08,N349D,P28A,PROFESSIONAL TRAINING AIRCRAFT LLC,dbflag:LADD,6,2,2,FL|GA,"Tampa,FL",8,0.889,2,3,4,0.333,,no
a1b8c5,N21SM,SF50,GARY AIR SERVICES LLC,NONE,6,2,2,AZ|CO,"Phoenix,AZ",6,0.857,1,3,3,0.429,Albuquerque,yes
c0301a,C-FSFP,C25B,Airsprint Inc.,non_us_registration,6,2,2,AZ|CA,"Phoenix,AZ",5,0.625,3,3,2,0.375,Syracuse,yes
a96466,N704LB,G280,"RHCP 280 LLC, FLYIN DUTCH LION II LLC",NONE,6,2,2,AZ|TX,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
ad5785,N959QS,C68A,TEXTRON AVIATION INC,NONE,6,2,2,AZ|TX,"Phoenix,AZ",4,0.667,3,2,1,0.333,Albuquerque,yes
ab48aa,N826RP,GLF4,WORLDWIDE JET CHARTER INC,dbflag:LADD,6,2,2,AZ|CA,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
a000d6,N1JM,GLF4,WHISKEY UNIFORM LLC,NONE,6,2,2,AZ|CA,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
a136f6,N178AS,C750,"ALPHA SIERRA AVIATION LLC, WINGS JET FLIGHT TRAINING LLC",NONE,6,2,2,AZ|CA,"Phoenix,AZ",4,0.571,2,2,3,0.286,,no
a18350,N197MS,P180,PIERWEST AVIATION LLC,NONE,6,2,2,AZ|TX,"Dallas,TX",4,0.571,2,2,3,0.286,,no
a2a2c7,N2690C,C82R,EDWARDS ZACHARY,NONE,6,2,2,AZ|CA,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
a50fae,N425RE,C425,ACCUTHERM REFRIGERATION INC,NONE,6,2,2,AZ|CA,"Phoenix,AZ",3,0.5,2,2,2,0.333,,no
a00f8c,N10274,GLF5,RED CLOUD AVIATION LLC,dbflag:LADD,6,2,2,DC|FL,"Tampa,FL",8,0.8,4,4,2,0.4,,no
a482cb,N390AB,PRM1,"T FARC LLC, BYRON AVIATION LLC",dbflag:LADD,6,2,2,DC|FL,"Tampa,FL",8,0.727,4,4,3,0.364,,no
a7a04c,N5904A,PC12,LABORATORY CORPORATION OF AMERICA HOLDINGS,NONE,6,2,2,DC|FL,"Tampa,FL",8,0.667,4,5,3,0.417,,no
ad1926,N943JS,C680,"TDX INVESTMENTS LLC, BORTZ ADAM, BOREN AIR LLC, FE 46 LLC",NONE,6,2,2,DC|FL,"Tampa,FL",4,0.667,1,2,3,0.333,,no
a17dce,N1955J,E35L,1955 AVIATION LLC,NONE,6,2,2,DC|FL,"Tampa,FL",5,0.833,1,3,2,0.5,,no
abf666,N870AR,F2TH,FTC AIR HOLDINGS LLC,dbflag:LADD,6,2,2,FL|MN,"Tampa,FL",6,0.857,2,4,1,0.571,,no
ac02ea,N873QS,C700,"ADVENTURES & INGREDIENTS LLC, CROSSWAYS CONSULTING GROUP INC, CS",NONE,6,2,2,FL|TX,"Grapevine,TX",5,0.5,3,4,3,0.4,Albuquerque|Spokane,yes
a2519f,N249BZ,BCS3,BANK OF UTAH TRUSTEE,NONE,6,2,2,FL|UT,"Tampa,FL",14,0.875,5,6,5,0.375,,no
aba602,N85LJ,LJ60,WORLDWIDE AIRCRAFT SERVICES INC,NONE,6,2,2,CO|FL,"Tampa,FL",11,0.917,4,4,4,0.333,,no
a242c3,N245BZ,BCS3,BREEZE AVIATION GROUP INC,NONE,6,2,2,CA|FL,"Tampa,FL",12,0.923,4,4,5,0.308,,no
a07670,N129PK,PC12,DASHIELL CORP,NONE,6,2,2,FL|TX,"Tampa,FL",3,0.5,2,2,2,0.333,Albuquerque,yes
ad08d7,N939TX,C750,CITATION X PARTS LLC,NONE,6,2,2,CA|FL,"Rancho Palos Verdes,CA",6,0.667,4,3,2,0.333,,no
a4a848,N4DP,GLF4,GREEN CHAIR PRODUCTIONS INC,dbflag:LADD,6,2,2,CA|TX,"Rancho Palos Verdes,CA",4,0.571,2,2,3,0.286,,no
a3962d,N330DU,BCS3,DELTA AIR LINES INC,NONE,6,2,2,CA|TX,"Dallas,TX",5,0.625,3,3,2,0.375,Spokane,yes
a6985d,N524FX,CL30,FLEXJET LLC,NONE,5,5,4,AZ|CA|NJ|TX,"New Brunswick,NJ",1,0.2,2,1,2,0.2,Albuquerque|Des Moines,yes
a06a5a,N126DU,BCS1,BANK OF UTAH TRUSTEE,NONE,5,5,5,CA|CO|MN|NJ|WA,"New Brunswick,NJ",3,0.429,3,2,2,0.286,Spokane,yes
a572af,N450FX,GLF4,"ESSNER ROBERT, ESSNER ANNE, QUINCY TRAVEL SERVICES LLC, SERVICE ",NONE,5,5,5,AZ|CA|FL|NJ|TX,"Tampa,FL",2,0.333,3,1,2,0.167,,no
a72249,N559QS,C68A,"NETJETS SALES INC, THORPE ALLEN, ASSET RISK MANAGEMENT LLC, FSTC",NONE,5,5,4,CA|GA|NJ|TX,"Denton,TX",3,0.375,3,2,3,0.25,Des Moines|Spokane,yes
a576c4,N451KR,GLF4,AIRCRAFT TRUST & FINANCING CORP TRUSTEE,dbflag:LADD,5,5,4,AZ|CA|DC|NJ,"New Brunswick,NJ",2,0.333,1,3,2,0.5,Spokane,yes
a062ec,N124DU,BCS1,BANK OF UTAH TRUSTEE,NONE,5,5,4,CA|NJ|TX|UT,"Salt Lake City,UT",2,0.333,3,2,1,0.333,Spokane,yes
a7cc65,N601QS,C68A,"BUSINESS AVIATION PARTNERS LLC, DELMAR GARDENS MANAGEMENT SERVIC",NONE,5,5,5,CO|NC|NJ|NV|TX,"New Brunswick,NJ",1,0.2,0,3,2,0.6,,no
ab0acb,N810QS,C700,"KBA AVIATION LLC, BUCKRIDGE BIG BIRD LLC, CONDOR BLUE ASSOCIATES",NONE,5,5,4,CA|GA|NJ|TX,"Duluth,GA",2,0.333,1,1,4,0.167,Albuquerque,yes
a6140f,N491CP,LJ60,ATI JET INC,NONE,5,5,5,AZ|CA|FL|TX|UT,"Orem,UT",2,0.333,2,2,2,0.333,Albuquerque|Des Moines,yes
a5acc1,N465FX,GLF4,"FLEXJET LLC, ALEXANDER ANTHONY, RAPID TRAVEL LLC, DISCOVERY LAND",NONE,5,5,5,AZ|CA|TN|TX|UT,"Denton,TX",2,0.333,0,3,3,0.5,Spokane,yes
a4b57e,N402QS,E55P,"NETJETS SALES INC, DEXTER AVIATION LLC, HAPPY BEANER LLC, GREEN ",NONE,5,5,3,AZ|CA|TX,"Tempe,AZ",1,0.2,0,3,2,0.6,,no
a33ca9,N3077J,BCS3,JETBLUE AIRWAYS CORP,NONE,5,5,5,AZ|FL|GA|NC|TN,"Atlanta,GA",2,0.333,1,3,2,0.5,Albuquerque|Syracuse,yes
a3e9f3,N351QS,E55P,"NETJETS SALES INC, KLENZING MARGARET S, CSI AIR LLC, KELLOGG MIC",NONE,5,5,3,AZ|CA|WA,"Los Angeles,CA",1,0.2,1,2,2,0.4,Albuquerque|Des Moines,yes
a74201,N567MC,C56X,N63XP LLC,dbflag:LADD,5,5,3,AZ|CA|NV,"Fullerton,CA",1,0.2,2,1,2,0.2,Spokane,yes
a72b34,N561FX,CL30,"NORDSTROM INC, LSDL HOLDINGS II LLC, FELDSTEIN ANDREW, AFFORDABL",NONE,5,5,5,AZ|CA|DC|FL|GA,"Phoenix,AZ",1,0.2,1,0,4,0.0,,no
a365a8,N318MM,C56X,PERFECT AGREEMENT LEASING INC,dbflag:LADD,5,5,4,AZ|CA|CO|WA,"Seattle,WA",1,0.2,4,0,1,0.0,Albuquerque,yes
a31de4,N30KK,C25C,30KK LLC,dbflag:LADD,5,5,4,AZ|NV|OR|WA,"Glendale,AZ",2,0.333,3,2,1,0.333,,no
a3ecce,N352FX,E55P,"FLEXJET LLC, MAP OF OHIO LTD, H 2 PARTNERS LLC, OKIE CRUDE COMPA",NONE,5,5,5,AZ|CA|CO|OR|TX,"Corvallis,OR",1,0.2,1,0,4,0.0,Albuquerque,yes
a43bcc,N372FX,E55P,FLEXJET LLC,NONE,5,5,4,AZ|CA|CO|WI,"Madison,WI",1,0.2,4,0,1,0.0,,no
ab7d7f,N84,BE30,FEDERAL AVIATION ADMINISTRATION,dbflag:LADD|government_operator_string,5,5,4,CO|GA|OK|TX,"Duluth,GA",2,0.333,2,0,4,0.0,Albuquerque,yes
a3bc8e,N34SJ,C25B,GAMMA2 INC,NONE,5,4,2,AZ|CA,"San Diego,CA",2,0.4,1,3,1,0.6,Albuquerque,yes
a12c30,N175EM,E50P,882 AVIATION INC,dbflag:LADD,5,4,3,CA|NJ|NV,"Rancho Palos Verdes,CA",3,0.5,3,2,1,0.333,Albuquerque,yes
a866aa,N640QS,C68A,"KATIE COURIC MEDIA LLC, TVPX AIRCRAFT SOLUTIONS INC TRUSTEE, LAU",NONE,5,4,4,CA|NJ|NV|TX,"Las Vegas,NV",2,0.4,1,1,3,0.2,Albuquerque|Des Moines|Spokane,yes
a96172,N703TX,C750,WHEELS UP PARTNERS LLC,NONE,5,4,3,CA|NJ|TX,"New Brunswick,NJ",2,0.333,2,2,2,0.333,,no
c07e33,C-GVUO,BCS3,Air Canada,non_us_registration,5,4,3,CA|NJ|TX,"Dallas,TX",2,0.4,1,3,1,0.6,Spokane,yes
a1acce,N207JB,CL60,CYPRESS COVE AIR LLC,NONE,5,4,3,AZ|CA|NJ,"San Diego,CA",2,0.333,1,4,1,0.667,Albuquerque,yes
a56c9f,N449FX,E545,FLEXJET LLC,NONE,5,4,4,AZ|DC|NJ|TX,"New Brunswick,NJ",2,0.286,0,3,4,0.429,,no
aa2e0b,N755QS,CL30,"NETJETS SALES INC, TVPX AIRCRAFT SOLUTIONS INC TRUSTEE, GULF 660",NONE,5,4,4,CO|FL|NJ|UT,"Tampa,FL",2,0.4,1,3,1,0.6,Albuquerque,yes
a35657,N314GV,E55P,GRANDVIEW AVIATION LLC,NONE,5,4,4,AZ|DC|GA|NJ,"Phoenix,AZ",2,0.333,1,2,3,0.333,,no
a36fbf,N320QS,C680,NETJETS SALES INC,NONE,5,4,4,CA|CO|DC|NJ,"Rancho Palos Verdes,CA",2,0.4,1,1,3,0.2,,no
a4dcfd,N412QS,E55P,"NETJETS SALES INC, CYMI LTD, FIRSTLINE INSURANCE SERVICES INC, G",NONE,5,4,4,AZ|NJ|NV|TX,"Dallas,TX",2,0.4,3,1,1,0.2,,no
a4bbb3,N404CD,LJ60,FLYING ORCHARD LLC,NONE,5,4,3,AZ|CA|FL,"Tampa,FL",2,0.4,1,1,3,0.2,Albuquerque,yes
a568f6,N448GL,LJ60,ATI JET INC,NONE,5,4,3,AZ|CO|TX,"San Antonio,TX",2,0.4,3,2,0,0.4,Albuquerque,yes
a9e67b,N737QS,CL30,"NETJETS SALES INC, BROS LLC, HOLMAN AUTOMOTIVE GROUP INC, GIPSON",NONE,5,4,3,AZ|FL|GA,"Phoenix,AZ",2,0.4,3,0,2,0.0,Spokane,yes
a1aec2,N20727,C172,ATPCE LLC,dbflag:LADD,5,4,3,AZ|CA|UT,"Phoenix,AZ",5,0.5,3,2,5,0.2,Albuquerque,yes
a042db,N116DU,BCS1,DELTA AIR LINES INC,NONE,5,4,3,CA|TX|UT,"Grapevine,TX",2,0.4,1,2,2,0.4,Spokane,yes
a51e9f,N429SA,LJ45,SUPERIOR AMBULANCE AVIATION INC,dbflag:LADD,5,4,4,IL|MN|PA|TX,"Grapevine,TX",2,0.4,2,1,2,0.2,,no
aaf289,N804UP,B350,WHEELS UP PARTNERS LLC,NONE,5,4,3,GA|IL|TN,"Murfreesboro,TN",3,0.5,2,1,3,0.167,Chattanooga,yes
ade191,N994AT,B712,WELLS FARGO TRUST CO NA TRUSTEE,NONE,5,4,3,IL|MI|TX,"Dallas,TX",2,0.4,2,2,1,0.4,Des Moines,yes
a7db41,N605QS,C68A,"NETJETS SALES INC, WL-DG LLC, BRAMCO INC, JOHNSON DAVID L, EO CO",NONE,5,4,4,AZ|CA|FL|UT,"Rancho Palos Verdes,CA",2,0.4,2,3,0,0.6,Albuquerque|Chattanooga|Des Moines|Spokane,yes
a8609a,N639QS,C68A,"AST FINANCIAL LLC, EM JET LLC, YOUNG STEPHANIE KAY EXECUTOR, MAR",NONE,5,4,3,AZ|NC|TX,"Phoenix,AZ",3,0.5,1,1,4,0.167,Des Moines|Spokane,yes
a34fae,N312QS,E55P,"NETJETS SALES INC, CONANT DOUGLAS R, PUBCO CORP, FSW EQUIPMENT I",NONE,5,4,3,CA|TX|WA,"Dallas,TX",2,0.4,0,3,2,0.6,Albuquerque,yes
a01b9e,N106GK,LJ45,UNRESTRICTED CLIMB LLC,dbflag:LADD,5,4,4,CA|NV|TX|UT,"Grapevine,TX",3,0.5,3,1,2,0.167,Albuquerque|Spokane,yes
a06697,N125DG,C25B,FUGAL AVIATION LLC,dbflag:LADD,5,4,2,AZ|UT,"Salt Lake City,UT",3,0.429,1,4,2,0.571,Albuquerque,yes
ab4126,N824QS,C700,"ADL AVIATION LLC, DAVIS DAVID, KAVNER JULIE, GJS TRAVEL MANAGEME",NONE,5,4,3,AZ|CA|TX,"San Francisco,CA",2,0.333,2,3,1,0.5,Albuquerque,yes
